Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code
Pleurophycus gardneri,Setchell & Saunders ex Tilden,,broad-rib kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Alariaceae,,,Pleurophycus,gardneri,,,,,unlisted,unlisted,confirmed,unobserved,2006-09-29,Andy Lamb,PMLS,PMLS2021:325,,,,,species distribution includes Salish Sea; authority added,429872,ALG
Pleurosigma normanii,Ralfs,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Naviculineae,,Pleurosigmataceae,,,Pleurosigma,normanii,,,,,unlisted,unlisted,new 2007,observed,,,,,,2007-07-13,Mark Webber,iNat:4873106,,4873106,ALG
Plocamium cartilagineum ssp. pacificum,(Kylin) P.C.Silva,,sea comb,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Plocamiales,,,Plocamiaceae,,,Plocamium,cartilagineum,,pacificum,,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,iNat:25861013,,339051,ALG
Podosira baldjickiana,Grunow,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Melosirales,,,Hyalodiscaceae,,,Podosira,baldjickiana,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:716,,,,,,1465267,ALG
Polyneura latissima,(Harvey) Kylin,,crisscross network,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,,Polyneura,latissima,,,,,unlisted,unlisted,confirmed,observed,1977-11-27,Michael W. Hawkes,UBC,A57495,,2022-02-25,Andrew Simon,iNat:107457361,syn. Nitophyllum nottii; species distribution includes Salish Sea,339014,ALG
Polysiphonia cf. villum,J.Agardh,,filamentous red alga,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Rhodomelaceae,,Polysiphonieae,Polysiphonia,villum,,,,,unlisted,unlisted,new 2023,unobserved,2023-05-26,Zach Montieth,Lindstrom 2023,17868,,,,,,1480501,ALG
Polysiphonia pacifica,Hollenberg,,pretty polly,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Rhodomelaceae,,Polysiphonieae,Polysiphonia,pacifica,,,,,unlisted,unlisted,new 2023,unobserved,2023-05-27,Zach Montieth,Lindstrom 2023,,,,,,,345132,ALG
Polysiphonia paniculata,Montagne,,filamentous red alga,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Rhodomelaceae,,Polysiphonieae,Polysiphonia,paniculata,,,,,unlisted,unlisted,new 2023,observed,,,,,,2023-05-15,Andrew Simon,iNat:151258127,,345131,ALG
Porphyrella gardneri,G.M.Smith & Hollenberg,,red laver,Plantae,Rhodophyta,Eurhodophytina,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,Porphyrella,gardneri,,,,,unlisted,unlisted,confirmed,unobserved,2006-09-28,Andy Lamb,PMLS,PMLS2021:1174,,,,,reported as Pyropia gardneri,1338182,ALG
Prasiola meridionalis,Setchell & N.L. Gardner,,short sea lettuce,Plantae,Chlorophyta,,,Trebouxiophyceae,,,Prasiolales,,,Prasiolaceae,,,Prasiola,meridionalis,,,,,unlisted,unlisted,confirmed,unobserved,1981-11-15,David J. Garbary,UBC,A64665,,,,,"D. Garbary and L. Golden report Prasiola furfuracea (UBC A64646), an Atlantic species; this voucher likely refers to either Prasiola borealis or Prasiola meridionalis",429864,ALG
Prionitis lanceolata,(Harvey) Harvey,,red alga,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Halymeniales,,,Halymeniaceae,,,Prionitis,lanceolata,,,,,unlisted,unlisted,new 2016,observed,,,,,,2016-09-01,Andrew Simon,iNat:4017216,,117820,ALG
Prionitis sternbergii,(C.Agardh) J.Agardh,,red alga,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Halymeniales,,,Halymeniaceae,,,Prionitis,sternbergii,,,,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,iNat:25861017,,347988,ALG
Proschkinia complanatula,(Hustedt ex Simonsen) D.G.Mann,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Naviculineae,,Proschkiniaceae,,,Proschkinia,complanatula,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:639,,,,,,1465274,ALG
Protocystis sp.,,,protist,Chromista,Bigyra,,,Labyrinthulea,,,Phaeodaria,,,Challengeridae,,,Protocystis,,,,,,unlisted,unlisted,new 2016,observed,,,,,,2016-01-18,Mark Webber,iNat:4849188,,521012,ALG
Psammodictyon sp.,,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Psammodictyon,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:642,,,,,,544196,ALG
Pseudo-nitzschia cf. fraudulenta,(Cleve) Hasle,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Pseudo-nitzschia,,,,,,unlisted,unlisted,new 2006,observed,,,,,,2006-01-20,Mark Webber,iNat:4873093,,326230,ALG
Pseudogomphonema kamtschaticum,(Grunow) Medlin,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Naviculineae,,Naviculaceae,,,Pseudogomphonema,kamtschaticum,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:643,,,,,,1465276,ALG
Pseudolithophyllum sp.,,,encrusting coralline algae,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Corallinophycidae,,Corallinales,,,Corallinaceae,,,Pseudolithophyllum,,,,,,unlisted,unlisted,new 2021,observed,,,,,,2021-02-19,Dave Zeuss Cochrane,iNat:69845928,,345846,ALG
Pseudostaurosira andersonii,"Chunlian Li, Dabek & Wachnicka",,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Fragilariophycidae,,Fragilariales,,,Fragilariaceae,,,Pseudostaurosira,andersonii,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:662,,,,,,944656,ALG
Pterothamnion pectinatum,(Kylin) Athanasiadis & Kraft,,red alga,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,,Pterothamnion,pectinatum,,,,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-25,Bridgette Clarkston,iNat:25861436,,345150,ALG
Pterothamnion sp.,,,red alga,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae ,,,Pterothamnion,,,,,,unlisted,unlisted,reported,unobserved,1985-02-09,Byron E. Lippert,OSC,OSC-A-011794,,,,,"reported as Platythamnion sp.; “All species formerly called Platythamnion are now recognized as species of Pterothamnion.” (Sandra Lindstrom, pers. comm. 2023)",607740,ALG
Pterothamnion villosum,(Kylin) Athanasiadis & Kraft,,red alga,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,,Pterothamnion,villosum,,,,,unlisted,unlisted,reported,unobserved,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",BOLD,GWS027455,,,,,barcoded,345149,ALG
Pterygophora californica,Ruprecht,,old growth kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Alariaceae,,,Pterygophora,californica,,,,,unlisted,unlisted,confirmed,observed,1994-02-26,Charlie Gibbs,PMLS,PMLS2021:191,,2023-06-17,Dave Zeuss Cochrane,iNat:168028296,species distribution includes Salish Sea; authority added,124146,ALG
Pugetia fragilissima,Kylin,,red alga,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Kallymeniaceae,,,Pugetia,fragilissima,,,,,unlisted,unlisted,reported,unobserved,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",BOLD,GWS027444,,,,,barcoded,1292330,ALG
Pylaiella sp.,,,brown tuft,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Acinetosporaceae,,,Pylaiella,,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:653,,,,,,202294,ALG
Pylolena armata,Haeckel,,radiozoan,Chromista,Radiozoa,,,Polycystina,,,Spumellaria,,,Pyloniidae,,,Pylolena,armata,,,,,unlisted,unlisted,new 2006,observed,,,,,,2006-01-20,Mark Webber,iNat:4873084,,521673,ALG
Pyropia nereocystis,(C.L.Anderson) S.C.Lindstrom,,red laver,Plantae,Rhodophyta,Eurhodophytina,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,Pyropia,nereocystis,,,,,unlisted,unlisted,confirmed,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57505,,,,,reported as Porphyra nereocystis,542165,ALG
Rhabdonema arcuatum,(Lyngbye) Kützing,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Fragilariophycidae,,Rhabdonematales,,,Rhabdonemataceae,,,Rhabdonema,arcuatum,,,,,unlisted,unlisted,new 2006,observed,,,,,,2006-11-26,Mark Webber,iNat:4856581,,553701,ALG
Rhizosolenia setigera f. pungens,(A.Cleve) Brunel,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Rhizosoleniales,,,Rhizosoleniaceae,,,Rhizosolenia,setigera,,,,,unlisted,unlisted,new 2009,observed,,,,,,2009-08-12,Mark Webber,iNat:4873038,,1271514,ALG
Rhodoptilum plumosum,(Harvey & Bailey) Kylin,,plumose red braid,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Dasyaceae,,,Rhodoptilum,plumosum,,,,,unlisted,unlisted,new 2017,observed,1977-11-27,Michael W. Hawkes,UBC,A57500,,2017-04-08,Tyrel Froese,iNat:5620532,,446890,ALG
Rhodymenia californica,Kylin,,California rose seaweed,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Rhodymeniales,,,Rhodymeniaceae,,,Rhodymenia,californica,,,,,unlisted,unlisted,confirmed,unobserved,2007-08-20,Andy Lamb,PMLS,PMLS2021:1278,,,,,"no update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",133214,ALG
Rhodymenia pacifica,Kylin,,Pacific rose seaweed,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Rhodymeniales,,,Rhodymeniaceae,,,Rhodymenia,pacifica,,,,,unlisted,unlisted,confirmed,unobserved,2007-10-21,Andy Lamb,PMLS,PMLS2021:1324,,,,,"no update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",359801,ALG
Rosenvingiella polyrhiza,(Rosenvinge) P.C. Silva,,green alga,Plantae,Chlorophyta,,,Trebouxiophyceae,,,Prasiolales,,,Prasiolaceae,,,Rosenvingiella,polyrhiza,,,,,unlisted,unlisted,reported,unobserved,1981-11-15,David J. Garbary,UBC,A64664,,,,,"no update, No UBC accession photo or iNat record to check, but species distribution includes Salish Sea; authority added",410405,ALG
Rugulopteryx okamurae,"(E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim",,Northwest Pacific brown alga,Chromista,Ochrophyta,,,Phaeophyceae,Dictyotophycidae,,Dictyotales,,,Dictyotaceae,,Dictyoteae,Rugulopteryx,okamurae,,,,,unlisted,unlisted,new 2023,observed,,,,,,2023-06-27,Dave Zeuss Cochrane,iNat:169897197,,956931,ALG
Saccharina latissima,"(L.) C.E. Lane, C. Mayes, Druehl & G.W. Saunders",,sugar wrack kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,,Saccharina,latissima,,,,,unlisted,unlisted,new 2016,observed,1979-04-02,Byron E. Lippert,OSC,OSC-A-011061,,2016-07-11,Adam Huggins,iNat:3684442,,130231,ALG
Sarcodiotheca furcata,(Setchell & N.L.Gardner) Kylin,,furcated fleshy red seaweed,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Solieriaceae,,,Sarcodiotheca,furcata,,,,,unlisted,unlisted,new 2019,observed,2007-10-21,Andy Lamb,PMLS,PMLS2021:1329,,2019-05-04,Bridgette Clarkston,iNat:25861008,"no update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",327100,ALG
Sarcodiotheca gaudichaudii,(Montagne) P.W. Gabrielson,,succulent seaweed,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Solieriaceae,,,Sarcodiotheca,gaudichaudii,,,,,unlisted,unlisted,new 2017,observed,1979-04-03,Byron E. Lippert,OSC,OSC-A-011250,,2017-05-29,Karolle Wall,iNat:7659463,,327099,ALG
Sargassum muticum,(Yendo) Fensholt,,wireweed,Chromista,Ochrophyta,,,Phaeophyceae,,,Fucales,,,Sargassaceae,,,Sargassum,muticum,,,,,unlisted,unlisted,new 2015,observed,1977-11-27,Michael W. Hawkes,UBC,A57506,,2015-08-28,Lauren Magner,iNat:3735153,,130177,ALG
Scagelia occidentalis,(Kylin) E.M. Wollaston,,red alga,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,,Scagelia,occidentalis,,,,,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57487,,,,,reported as Scagelia corallina var. occidentale,957344,ALG
Schizymenia pacifica,(Kylin) Kylin,,slimy leaf,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Schizymeniaceae,,,Schizymenia,pacifica,,,,,unlisted,unlisted,confirmed,observed,2006-06-30,Andy Lamb,PMLS,PMLS2021:1148,,2023-05-28,risao,iNat:164369469,in BioBlitz; Barcoded http://bins.boldsystems.org/index.php/Public_RecordView?processid=ABMMC15146-11,339050,ALG
Scytosiphon lomentaria,(Lyngbye) Link,,beanweed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Scytosiphonaceae,,,Scytosiphon,lomentaria,,,,,unlisted,unlisted,new 2017,observed,,,,,,2017-04-08,Tyrel Froese,iNat:5620546,,182932,ALG
Seminavis robusta,D.B.Danielidis & D.G.Mann,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Naviculineae,,Naviculaceae,,,Seminavis,robusta,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:656,,,,,,1464071,ALG
Shionodiscus oestrupii,"(Ostenfeld) A.J.Alverson, S.H.Kang & E.C.Theriot",,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Shionodiscus,oestrupii,,,,,unlisted,unlisted,new 2022,observed,,,,,,2022-07-15,Mark Webber,iNat:142951511,,1429508,ALG
Shionodiscus trifultus,"(G.Fryxell) A.J.Alverson, S.H.Kang & E.C.Theriot",,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Shionodiscus,trifultus,,,,,unlisted,unlisted,new 2022,observed,,,,,,2022-04-15,Mark Webber,iNat:143402069,,1430448,ALG
Skeletonema costatum,Skeletonema costatum (Greville) Cleve,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Skeletonemataceae,,,Skeletonema,costatum,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:664,,,,,,203742,ALG
Skeletonema japonicum,Zingone & Sarno,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Skeletonemataceae,,,Skeletonema,japonicum,,,,,unlisted,unlisted,new 2005,observed,,,,,,2005-07-19,Mark Webber,iNat:50050643,,521234,ALG
Smithora naiadum,(C.L.Anderson) Hollenberg,,seagrass laver,Plantae,Rhodophyta,,,Compsopogonophyceae,,,Erythropeltidales,,,Erythrotrichiaceae,,,Smithora,naiadum,,,,,unlisted,unlisted,confirmed,observed,2007-12-15,Andy Lamb,PMLS,PMLS2021:1355,,2021-11-07,Dave Zeuss Cochrane,iNat:100612316,"no update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",339024,ALG
Sparlingia pertusa,(Postels & Ruprecht) Kuntze,,red eyelet silk,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Rhodymeniales,,,Rhodymeniaceae,,,Sparlingia,pertusa,,,,,unlisted,unlisted,new 2017,observed,1993-05-09,Charlie Gibbs,PMLS,PMLS2021:1053,,2017-04-08,Tyrel Froese,iNat:5620553,,429855,ALG
Stauroforma rinceana,"Méléder, A.Witkowski & C.L.Li",,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Fragilariophycidae,,Fragilariales,,,Staurosiraceae,,,Stauroforma, rinceana,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:722,,,,,,1465266,ALG
Stenogramma californicum,Harvey,,midrib seaweed,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Phyllophoraceae,,,Stenogramma,californicum,,,,,unlisted,unlisted,confirmed,unobserved,2007-10-21,Andy Lamb,PMLS,PMLS2021:1328,,,,,reported as Stenogramma interruptum,497325,ALG
Stephanopyxis nipponica,Gran & Yendo,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Melosirales,,,Stephanopyxidaceae,,,Stephanopyxis,nipponica,,,,,unlisted,unlisted,new 2020,observed,,,,,,2020-03-28,Mark Webber,iNat:45809431,,488075,ALG
Sternimirus shandongensis,Witkowski & Chunlian Li,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Naviculineae,,Naviculaceae,,,Sternimirus,shandongensis,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:666,,,,,,1465278,ALG
Symphyocladiella gracilis,"(Kylin) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho",,red alga,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Rhodomelaceae,,,Symphyocladiella,gracilis,,,,,unlisted,unlisted,reported,unobserved,2011-05-03,G.W. Saunders & K. Hind,BOLD,GWS027410,,,,,"""Symphyocladiella gracilis"" Barcoded; name updated from Pterosiphonia gracilis; for some reason GBIF doesn't have BOLD info here, but this specimen is on BOLD site (but think this isn't supposed to be accessible, doesn't come up when doing public search for this species). Assuming taxonomy uncertain, putting name in quotes.",1339929,ALG
Tabularia tabulata,(C.Agardh) Snoeijs,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Fragilariophycidae,,Licmophorales,,,Ulnariaceae,,,Tabularia,tabulata,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:670,,,,,,996151,ALG
Thalassionema nitzschioides,(Grunow) Mereschkowsky,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassionematales,,,Thalassionemataceae,,,Thalassionema,nitzschioides,,,,,unlisted,unlisted,new 2006,observed,,,,,,2006-01-15,Mark Webber,iNat:50170636,,359995,ALG
Thalassiosira angulata,(W.Gregory) Hasle,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,angulata,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:678,,,,,,996172,ALG
Thalassiosira angustelineata,(A.W.F.Schmidt) G.Fryxell & Hasle,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,angustelineata,,,,,unlisted,unlisted,new 2010,observed,,,,,,2010-10-19,Mark Webber,iNat:9291115,,470489,ALG
Thalassiosira conferta,Hasle,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,conferta,,,,,unlisted,unlisted,new 2022,observed,,,,,,2022-06-25,Mark Webber,iNat:143685844,,1430773,ALG
Thalassiosira curviseriata,Takano,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,curviseriata,,,,,unlisted,unlisted,new 2020,observed,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:725,,2021-03-21,Mark Webber,iNat:142613095,,1424977,ALG
Thalassiosira eccentrica,(Ehrenberg) Cleve,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,eccentrica,,,,,unlisted,unlisted,new 2020,observed,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:679,,2022-06-25,Andrew Simon,iNat:127062744,,359996,ALG
Thalassiosira gravida,Cleve,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,gravida,,,,,unlisted,unlisted,new 2008,observed,,,,,,2008-10-05,Mark Webber,iNat:50061997,,970151,ALG
Thalassiosira lundiana,Fryxell,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,lundiana,,,,,unlisted,unlisted,new 2022,observed,,,,,,2022-06-25,Mark Webber,iNat:143564316,,970152,ALG
Thalassiosira minima,Gaarder,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,minima,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:680,,,,,,1018740,ALG
Thalassiosira nordenskioeldii,Cleve,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,nordenskioeldii,,,,,unlisted,unlisted,new 2020,observed,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:681,,2022-04-06,Mark Webber,iNat:111064233,,359968,ALG
Thalassiosira oceanica,Hasle,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,oceanica,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:684,,,,,,1424975,ALG
Thalassiosira pacifica,Gran & Angst,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,pacifica,,,,,unlisted,unlisted,new 2020,observed,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:685,,2021-03-07,Mark Webber,iNat:143436365,,549893,ALG
Thalassiosira punctigera,(Castracane) Hasle,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,punctigera,,,,,unlisted,unlisted,new 2010,observed,,,,,,2010-12-28,Mark Webber,iNat:50064842,,488947,ALG
Thalassiosira tenera,Proshkina-Lavrenko,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,Thalassiosiraceae,,,Thalassiosira,tenera,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:728,,,,,,1424973,ALG
Trigonium arcticum,(Brightwell) Cleve,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Stellarimales,,,Trigoniaceae,,,Trigonium,arcticum,,,,,unlisted,unlisted,new 2013,observed,,,,,,2013-01-08,Mark Webber,iNat:50128873,,841425,ALG
Tryblionella apiculata,W.Gregory,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Tryblionella,apiculata,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:686,,,,,,895314,ALG
Tryblionella gaoana,Tryblionella gaoana Witkowski & Chunlian Li,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,,,Bacillariaceae,,,Tryblionella,gaoana,,,,,unlisted,unlisted,new 2020,unobserved,2020-11-15,"Mark Webber, Siobhan Schenck & Arjan van Asselt",Webber et al. 2022,WEBBERETAL2022:688,,,,,,1465264,ALG
Ulva expansa,(Setchell) Setchell & N.L.Gardner,,large sea lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,,Ulva,expansa,,,,,unlisted,unlisted,new 2023,unobserved,2023-05-26,Zach Montieth,Lindstrom 2023,17862,,,,,,338997,ALG
Ulva fenestrata,Postels & Ruprecht,,sea lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,,Ulva,fenestrata,,,,,unlisted,unlisted,new 2015,observed,1977-11-27,Michael W. Hawkes,UBC,A57503,,2015-08-28,Lauren Magner,iNat:3735172,reported as Ulva lactuca L.,152972,ALG
