id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,Id_2,Type,Site_Serie
"164151159",5/27/23 12:21,5/27/23,2023/05/27 19:21:00,America/Vancouver,"673396",jackson_chu,Jackson W.F. Chu,2023/05/28 06:17:03,2023/05/30 00:09:59,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164151159,https://static.inaturalist.org/photos/283991290/medium.jpg,,,,"1","0","0",,"Galiano Island, BC V0N, Canada",48.944155,-123.514692,,,,,,,,"0",,,Reticulitermes,Reticulitermes,,Insecta,"119933","4",Douglas-fir - sword fern,"04, 01"
"164151161",5/27/23 12:29,5/27/23,2023/05/27 19:29:00,America/Vancouver,"673396",jackson_chu,Jackson W.F. Chu,2023/05/28 06:17:04,2023/05/28 06:17:04,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164151161,https://static.inaturalist.org/photos/283991311/medium.jpg,,,,"0","0","0",,"Galiano Island, BC V0N, Canada",48.944252,-123.51452,,,,,,,,"0",,,Hairless Rover Ant,Brachymyrmex depilis,Hairless Rover Ant,Insecta,"68938","4",Douglas-fir - sword fern,"04, 01"
"164151162",5/27/23 12:29,5/27/23,2023/05/27 19:29:00,America/Vancouver,"673396",jackson_chu,Jackson W.F. Chu,2023/05/28 06:17:04,2023/05/28 06:50:00,research,CC-BY-NC,https://www.inaturalist.org/observations/164151162,https://static.inaturalist.org/photos/283991323/medium.jpg,,,,"1","0","0",,"Galiano Island, BC V0N, Canada",48.94423967,-123.51452,,,,,,,,"0",,,Hairless Rover Ant,Brachymyrmex depilis,Hairless Rover Ant,Insecta,"68938","4",Douglas-fir - sword fern,"04, 01"
"164152095",5/27/23 12:41,5/27/23,2023/05/27 19:41:00,America/Vancouver,"673396",jackson_chu,Jackson W.F. Chu,2023/05/28 06:32:24,2023/05/28 15:25:33,research,CC-BY-NC,https://www.inaturalist.org/observations/164152095,https://static.inaturalist.org/photos/283992761/medium.jpg,,,,"1","0","0",,"Galiano Island, BC V0N, Canada",48.944088,-123.513405,,,,,,,,"0",,,Twinflower,Linnaea borealis,Twinflower,Plantae,"77780","4",Douglas-fir - sword fern,"04, 01"
"164152096",5/27/23 12:42,5/27/23,2023/05/27 19:42:00,America/Vancouver,"673396",jackson_chu,Jackson W.F. Chu,2023/05/28 06:32:25,2023/05/28 14:37:40,research,CC-BY-NC,https://www.inaturalist.org/observations/164152096,https://static.inaturalist.org/photos/283992784/medium.jpg,,,,"1","0","0",,"Galiano Island, BC V0N, Canada",48.943962,-123.51311,,,,,,,,"0",,,common bracken,Pteridium aquilinum,common bracken,Plantae,"52681","4",Douglas-fir - sword fern,"04, 01"
"164152097",5/27/23 12:43,5/27/23,2023/05/27 19:43:00,America/Vancouver,"673396",jackson_chu,Jackson W.F. Chu,2023/05/28 06:32:25,2023/05/28 15:26:45,research,CC-BY-NC,https://www.inaturalist.org/observations/164152097,https://static.inaturalist.org/photos/283992805/medium.jpg,,,,"1","0","0",,"Galiano Island, BC V0N, Canada",48.943726,-123.512566,,,,,,,,"0",,,Menzies' Tree Moss,Leucolepis acanthoneura,Menzies' Tree Moss,Plantae,"120870","4",Douglas-fir - sword fern,"04, 01"
"164350230",2023-05-28 09:40:48-07:00,5/28/23,2023/05/28 16:40:48,America/Vancouver,"104905",joanseptembre,,2023/05/29 02:57:14,2023/05/30 20:05:29,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/164350230,https://static.inaturalist.org/photos/284353710/medium.jpg,,,,"1","0","0","3","Galiano Island, Capital, BC, CA",48.94461333,-123.51712,"9",,,,"9",,,"0",,,Baldhip Rose,Rosa gymnocarpa,Baldhip Rose,Plantae,"53441","4",Douglas-fir - sword fern,"04, 01"
"164350601",2023-05-28 07:32:36-07:00,5/28/23,2023/05/28 14:32:36,America/Vancouver,"104905",joanseptembre,,2023/05/29 03:00:36,2023/05/30 17:13:43,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/164350601,https://static.inaturalist.org/photos/284354668/medium.jpg,,,,"1","0","0","3","Galiano Island, Capital, BC, CA",48.94452167,-123.51728,"12",,,,"12",,,"0",,,woodland madia,Anisocarpus madioides,woodland madia,Plantae,"53137","4",Douglas-fir - sword fern,"04, 01"
"164359222",5/27/23 13:36,5/27/23,2023/05/27 20:36:00,America/Vancouver,"4023976",kathq,,2023/05/29 04:08:18,2023/06/01 16:41:01,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164359222,https://inaturalist-open-data.s3.amazonaws.com/photos/284370992/medium.jpg,,,,"2","0","0",,"Galiano Island, BC V0N, Canada",48.9441,-123.5142,"100",,,,"100",,,"0",,,Pine Weevils,Pissodes,Pine Weevils,Insecta,"208538","4",Douglas-fir - sword fern,"04, 01"
"164563169",2023-05-27 16:38:27-07:00,5/27/23,2023/05/27 23:38:27,America/Vancouver,"1556046",gavinh,,2023/05/30 02:36:05,2023/05/30 04:10:57,research,CC-BY-NC,https://www.inaturalist.org/observations/164563169,https://inaturalist-open-data.s3.amazonaws.com/photos/284746534/medium.jpg,,,@RBCM,"1","0","0","3","Galiano Island, Capital, BC, CA",48.94416333,-123.5145033,"655",,,,"655",,,"0",,,common bracken,Pteridium aquilinum,common bracken,Plantae,"52681","4",Douglas-fir - sword fern,"04, 01"
"165063367",2023-05-27 15:05:00-07:00,5/27/23,2023/05/27 22:05:00,America/Vancouver,"5474931",zecklo,Zeke Gilmore,2023/06/02 00:35:32,2023/06/09 07:04:45,research,CC-BY-NC,https://www.inaturalist.org/observations/165063367,https://inaturalist-open-data.s3.amazonaws.com/photos/285680552/medium.jpg,,,,"1","0","0","3","Galiano Island, Capital, BC, CA",48.94310833,-123.5108633,"19",,,,"19",,,"0",,,woodland madia,Anisocarpus madioides,woodland madia,Plantae,"53137","4",Douglas-fir - sword fern,"04, 01"
"165063431",2023-05-27 14:58:18-07:00,5/27/23,2023/05/27 21:58:18,America/Vancouver,"5474931",zecklo,Zeke Gilmore,2023/06/02 00:36:03,2023/06/09 07:04:44,research,CC-BY-NC,https://www.inaturalist.org/observations/165063431,https://inaturalist-open-data.s3.amazonaws.com/photos/285680660/medium.jpg,,,,"1","0","0","3","Galiano Island, Capital, BC, CA",48.94357167,-123.512245,"61",,,,"61",,,"0",,,thimbleberry,Rubus parviflorus,thimbleberry,Plantae,"51646","4",Douglas-fir - sword fern,"04, 01"
"165063480",2023-05-27 14:54:41-07:00,5/27/23,2023/05/27 21:54:41,America/Vancouver,"5474931",zecklo,Zeke Gilmore,2023/06/02 00:36:36,2023/06/02 16:49:05,research,CC-BY-NC,https://www.inaturalist.org/observations/165063480,https://inaturalist-open-data.s3.amazonaws.com/photos/285680771/medium.jpg,,,,"1","0","0","3","Galiano Island, Capital, BC, CA",48.94403333,-123.5132667,"27",,,,"27",,,"0",,,salal,Gaultheria shallon,salal,Plantae,"48441","4",Douglas-fir - sword fern,"04, 01"
"165063492",2023-05-27 14:54:37-07:00,5/27/23,2023/05/27 21:54:37,America/Vancouver,"5474931",zecklo,Zeke Gilmore,2023/06/02 00:36:43,2023/06/02 01:03:14,research,CC-BY-NC,https://www.inaturalist.org/observations/165063492,https://inaturalist-open-data.s3.amazonaws.com/photos/285680791/medium.jpg,,,,"1","0","0","3","Galiano Island, Capital, BC, CA",48.94387833,-123.5133533,"58",,,,"58",,,"0",,,western sword fern,Polystichum munitum,western sword fern,Plantae,"47751","4",Douglas-fir - sword fern,"04, 01"
"165063593",2023-05-27 14:53:23-07:00,5/27/23,2023/05/27 21:53:23,America/Vancouver,"5474931",zecklo,Zeke Gilmore,2023/06/02 00:37:31,2023/06/02 00:37:36,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/165063593,https://inaturalist-open-data.s3.amazonaws.com/photos/285680982/medium.jpg,,,,"0","0","0","3","Galiano Island, Capital, BC, CA",48.94435,-123.5148783,"562",,,,"562",,,"0",,,,Rubus ursinus,trailing blackberry,Plantae,"53445","4",Douglas-fir - sword fern,"04, 01"
"165064638",2023-05-27 13:54:02-07:00,5/27/23,2023/05/27 20:54:02,America/Vancouver,"5474931",zecklo,Zeke Gilmore,2023/06/02 00:45:15,2023/06/02 00:45:25,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/165064638,https://inaturalist-open-data.s3.amazonaws.com/photos/285682971/medium.jpg,,,,"0","0","0","3","Galiano Island, Capital, BC, CA",48.94471667,-123.515555,"14",,,,"14",,,"0",,,,Leucolepis acanthoneura,Menzies' Tree Moss,Plantae,"120870","4",Douglas-fir - sword fern,"04, 01"
"165232825",5/27/23,5/27/23,,America/Vancouver,"5474931",zecklo,Zeke Gilmore,2023/06/03 01:25:54,2023/06/03 18:54:31,research,CC-BY-NC,https://www.inaturalist.org/observations/165232825,https://inaturalist-open-data.s3.amazonaws.com/photos/285983496/medium.jpg,,,,"1","0","0",,"Galiano Island, BC V0N, Canada",48.94485555,-123.5158445,"8",,,,"8",,,"0",,,Western Tent Caterpillar Moth,Malacosoma californica,Western Tent Caterpillar Moth,Insecta,"359294","4",Douglas-fir - sword fern,"04, 01"
"165842237",5/27/23 11:16,5/27/23,2023/05/27 18:16:00,America/Vancouver,"382159",libby_rick_avis,"Libby &amp; Rick Avis",2023/06/06 03:40:22,2023/06/06 17:35:51,research,CC-BY-NC,https://www.inaturalist.org/observations/165842237,https://inaturalist-open-data.s3.amazonaws.com/photos/287110213/medium.jpg,,,Hunterston Farm 5a,"1","0","0",,"Galiano Island, BC V0N, Canada",48.9451,-123.5165,"100",,,,"100",,,"0",,,Red-cross Shield Bug,Elasmostethus cruciatus,Red-cross Shield Bug,Insecta,"130508","4",Douglas-fir - sword fern,"04, 01"
"165842242",5/27/23 11:13,5/27/23,2023/05/27 18:13:00,America/Vancouver,"382159",libby_rick_avis,"Libby &amp; Rick Avis",2023/06/06 03:40:23,2023/06/15 05:42:54,research,CC-BY-NC,https://www.inaturalist.org/observations/165842242,https://inaturalist-open-data.s3.amazonaws.com/photos/287111946/medium.jpg,,,,"1","0","0",,"Galiano Island, BC V0N, Canada",48.94508264,-123.516535,"100",,,,"100",,,"0",,,Edge-striped Shield Bug,Elasmucha lateralis,Edge-striped Shield Bug,Insecta,"325588","4",Douglas-fir - sword fern,"04, 01"
"164041477",5/27/23 11:23,5/27/23,2023/05/27 18:23:39,America/Vancouver,"6143561",insectelisabeth,,2023/05/27 18:24:56,2023/05/27 18:25:11,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164041477,https://inaturalist-open-data.s3.amazonaws.com/photos/283787949/medium.jpeg,,,,"0","0","0","2","Capital, BC, Canada",48.94347667,-123.5155217,"9",,,,"9",,,"0",,,,,,,,"12",marine interidal,
"164067362",2023-05-27 13:30:05-07:00,5/27/23,2023/05/27 20:30:05,America/Vancouver,"2812081",jacqui_levy,,2023/05/27 20:30:28,2023/05/27 20:37:19,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164067362,https://inaturalist-open-data.s3.amazonaws.com/photos/283836860/medium.jpg,,,,"0","0","0","3","Retreat Cove, Capital, BC, CA",48.94296623,-123.5102461,"16",,,,"16",,,"0",,,,Cirripedia,Barnacles,Animalia,"210289","12",marine interidal,
"164067891",2023-05-27 13:32:19-07:00,5/27/23,2023/05/27 20:32:19,America/Vancouver,"6950255",isaacbibb,,2023/05/27 20:33:09,2023/05/28 17:18:45,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164067891,https://inaturalist-open-data.s3.amazonaws.com/photos/283835478/medium.jpg,,,,"0","0","0","3","Galiano Island, Capital, BC, CA",48.94340188,-123.5094186,"4",,,,"4",,,"0",,,,Magallana gigas,Pacific Oyster,Mollusca,"605992","12",marine interidal,
"164068694",2023-05-27 13:34:57-07:00,5/27/23,2023/05/27 20:34:57,America/Vancouver,"2812081",jacqui_levy,,2023/05/27 20:37:21,2023/05/28 17:19:56,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164068694,https://inaturalist-open-data.s3.amazonaws.com/photos/283836964/medium.jpg,,,,"1","0","0","3","Retreat Cove, Capital, BC, CA",48.94294798,-123.5103561,"4",,,,"4",,,"0",,,Lottia Limpets,Lottia,Lottia Limpets,Mollusca,"48752","12",marine interidal,
"164068842",2023-05-27 13:36:44-07:00,5/27/23,2023/05/27 20:36:44,America/Vancouver,"2812081",jacqui_levy,,2023/05/27 20:38:07,2023/05/28 17:20:43,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164068842,https://inaturalist-open-data.s3.amazonaws.com/photos/283838129/medium.jpg,,,,"2","0","0","3","Retreat Cove, Capital, BC, CA",48.94293385,-123.5104145,"4",,,,"4",,,"0",,,Balanidae,Balanidae,,Animalia,"49128","12",marine interidal,
"164069072",2023-05-27 13:25:31-07:00,5/27/23,2023/05/27 20:25:31,America/Vancouver,"2281882",alyanalalani,,2023/05/27 20:39:19,2023/05/28 03:47:48,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164069072,https://inaturalist-open-data.s3.amazonaws.com/photos/283837642/medium.jpg,,,,"0","0","0","3","Capital, CA-BC, CA",48.94293312,-123.5105204,"9",,,,"9",,,"0",,,,Balanus glandula,Pacific Acorn Barnacle,Animalia,"81610","12",marine interidal,
"164069251",2023-05-27 13:27:03-07:00,5/27/23,2023/05/27 20:27:03,America/Vancouver,"2281882",alyanalalani,,2023/05/27 20:39:51,2023/05/28 03:55:10,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164069251,https://inaturalist-open-data.s3.amazonaws.com/photos/283837855/medium.jpg,,,,"0","0","0","3","Capital, CA-BC, CA",48.94296586,-123.510518,"7",,,,"7",,,"0",,,,Lottia pelta,Shield Limpet,Mollusca,"63243","12",marine interidal,
"164069368",2023-05-27 13:28:06-07:00,5/27/23,2023/05/27 20:28:06,America/Vancouver,"2281882",alyanalalani,,2023/05/27 20:40:32,2023/05/28 17:08:10,research,CC-BY-NC,https://www.inaturalist.org/observations/164069368,https://inaturalist-open-data.s3.amazonaws.com/photos/283838100/medium.jpg,,,,"1","0","0","3","Capital, CA-BC, CA",48.94298182,-123.5105101,"4",,,,"4",,,"0",,,Fingered Limpet,Lottia digitalis,Fingered Limpet,Mollusca,"64287","12",marine interidal,
"164069670",2023-05-27 13:39:46-07:00,5/27/23,2023/05/27 20:39:46,America/Vancouver,"2812081",jacqui_levy,,2023/05/27 20:42:01,2023/05/28 17:19:48,research,CC-BY-NC,https://www.inaturalist.org/observations/164069670,https://inaturalist-open-data.s3.amazonaws.com/photos/283838605/medium.jpg,,,,"1","0","0","3","Retreat Cove, Capital, BC, CA",48.94284712,-123.5105055,"4",,,,"4",,,"0",,,Rockweed,Fucus distichus,Rockweed,Chromista,"69155","12",marine interidal,
"164069769",2023-05-27 13:41:07-07:00,5/27/23,2023/05/27 20:41:07,America/Vancouver,"2812081",jacqui_levy,,2023/05/27 20:42:37,2023/05/27 21:08:30,research,CC-BY-NC,https://www.inaturalist.org/observations/164069769,https://inaturalist-open-data.s3.amazonaws.com/photos/283838908/medium.jpg,,,"4 pisaster total 
","1","0","0","3","Capital, CA-BC, CA",48.94285278,-123.5105374,"5",,,,"5",,,"0",,,Ochre Sea Star,Pisaster ochraceus,Ochre Sea Star,Animalia,"49699","12",marine interidal,
"164070091",2023-05-27 13:43:57-07:00,5/27/23,2023/05/27 20:43:57,America/Vancouver,"2812081",jacqui_levy,,2023/05/27 20:44:24,2023/06/15 03:18:23,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164070091,https://inaturalist-open-data.s3.amazonaws.com/photos/283839605/medium.jpg,,,Found in upper intertidal ,"2","0","0","3","Retreat Cove, Capital, BC, CA",48.94287616,-123.510526,"4",,,,"4",,open,"0",,,True Oysters,Ostreidae,True Oysters,Mollusca,"47582","12",marine interidal,
"164071691",2023-05-27 13:52:31-07:00,5/27/23,2023/05/27 20:52:31,America/Vancouver,"2812081",jacqui_levy,,2023/05/27 20:53:04,2023/05/30 18:58:47,research,CC-BY-NC,https://www.inaturalist.org/observations/164071691,https://inaturalist-open-data.s3.amazonaws.com/photos/283842775/medium.jpg,,,,"2","0","0","3","Retreat Cove, Capital, BC, CA",48.94316963,-123.5102793,"6",,,,"6",,,"0",,,Yellow Shore Crab,Hemigrapsus oregonensis,Yellow Shore Crab,Animalia,"69170","12",marine interidal,
"164072361",5/27/23 13:56,5/27/23,2023/05/27 20:56:19,America/Vancouver,"2244927",spencer115,Spencer Shields,2023/05/27 20:56:59,2023/05/27 20:57:09,needs_id,,https://www.inaturalist.org/observations/164072361,https://static.inaturalist.org/photos/283843687/medium.jpeg,,,,"0","0","0","2","Capital, BC, Canada",48.94333107,-123.5102951,"9",,,,"9",,,"0",,,Baldhip Rose,Rosa gymnocarpa,Baldhip Rose,Plantae,"53441","12",marine interidal,
"164079101",2023-05-27 13:32:27-07:00,5/27/23,2023/05/27 20:32:27,America/Vancouver,"2281882",alyanalalani,,2023/05/27 21:32:59,2023/05/29 03:38:41,research,CC-BY-NC,https://www.inaturalist.org/observations/164079101,https://inaturalist-open-data.s3.amazonaws.com/photos/283856491/medium.jpg,,,,"1","0","0","3","Retreat Cove, Capital, BC, CA",48.94305206,-123.5105483,"22",,,,"22",,,"0",,,Sea Cauliflower,Leathesia marina,Sea Cauliflower,Chromista,"502380","12",marine interidal,
"164079143",2023-05-27 13:33:40-07:00,5/27/23,2023/05/27 20:33:40,America/Vancouver,"2281882",alyanalalani,,2023/05/27 21:33:14,2023/06/04 22:44:45,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164079143,https://inaturalist-open-data.s3.amazonaws.com/photos/283856584/medium.jpg,,,,"1","0","0","3","Retreat Cove, Capital, BC, CA",48.94292051,-123.5105682,"34",,,,"34",,,"0",,,Wrinkled Purple,Nucella lamellosa,Wrinkled Purple,Mollusca,"117641","12",marine interidal,
"164081749",2023-05-27 13:35:46-07:00,5/27/23,2023/05/27 20:35:46,America/Vancouver,"2281882",alyanalalani,,2023/05/27 21:46:59,2023/05/28 17:07:44,research,CC-BY-NC,https://www.inaturalist.org/observations/164081749,https://inaturalist-open-data.s3.amazonaws.com/photos/283861249/medium.jpg,,,,"1","0","0","3","Capital, CA-BC, CA",48.94305424,-123.5105197,"20",,,,"20",,,"0",,,Aggregating Anemone,Anthopleura elegantissima,Aggregating Anemone,Animalia,"52564","12",marine interidal,
"164081900",2023-05-27 13:38:22-07:00,5/27/23,2023/05/27 20:38:22,America/Vancouver,"2281882",alyanalalani,,2023/05/27 21:47:39,2023/05/28 11:03:17,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164081900,https://inaturalist-open-data.s3.amazonaws.com/photos/284036356/medium.jpg,,,,"0","0","0","3","Retreat Cove, Capital, BC, CA",48.94298375,-123.5104994,"5",,,,"5",,,"0",,,Giant Acorn Barnacle,Balanus nubilus,Giant Acorn Barnacle,Animalia,"49127","12",marine interidal,
"164088810",2023-05-27 11:49:06-07:00,5/27/23,2023/05/27 18:49:06,America/Vancouver,"6950255",isaacbibb,,2023/05/27 22:22:21,2023/05/27 22:22:39,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164088810,https://inaturalist-open-data.s3.amazonaws.com/photos/283873993/medium.jpg,,,,"0","0","0","3","Trincomali Channel, Capital, BC, CA",48.94351167,-123.5155033,"4",,,,"4",,,"0",,,,Podabrus pruinosus,Downy Leather-winged Beetle,Insecta,"210418","12",marine interidal,
"164089950",5/27/23 15:28,5/27/23,2023/05/27 22:28:51,America/Vancouver,"6143561",insectelisabeth,,2023/05/27 22:29:06,2023/05/28 09:44:30,research,CC-BY-NC,https://www.inaturalist.org/observations/164089950,https://inaturalist-open-data.s3.amazonaws.com/photos/283875991/medium.jpeg,,,,"1","0","0","2","Capital, BC, Canada",48.94335667,-123.50965,"5",,,,"5",,,"0",,,Red Rock Crab,Cancer productus,Red Rock Crab,Animalia,"47826","12",marine interidal,
"164090428",5/27/23 15:30,5/27/23,2023/05/27 22:30:06,America/Vancouver,"6143561",insectelisabeth,,2023/05/27 22:32:07,2023/05/27 22:59:09,research,CC-BY-NC,https://www.inaturalist.org/observations/164090428,https://inaturalist-open-data.s3.amazonaws.com/photos/283876913/medium.jpeg,,,,"1","0","0","2","Capital, BC, Canada",48.94336833,-123.509665,"5",,,,"5",,,"0",,,Yellow Shore Crab,Hemigrapsus oregonensis,Yellow Shore Crab,Animalia,"69170","12",marine interidal,
"164090721",5/27/23 15:32,5/27/23,2023/05/27 22:32:10,America/Vancouver,"6143561",insectelisabeth,,2023/05/27 22:33:34,2023/05/27 22:59:19,research,CC-BY-NC,https://www.inaturalist.org/observations/164090721,https://inaturalist-open-data.s3.amazonaws.com/photos/283877424/medium.jpeg,,,,"1","0","0","2","Capital, BC, Canada",48.94335167,-123.5098067,"8",,,,"8",,,"0",,,Yellow Shore Crab,Hemigrapsus oregonensis,Yellow Shore Crab,Animalia,"69170","12",marine interidal,
"164091162",5/27/23 15:34,5/27/23,2023/05/27 22:34:07,America/Vancouver,"6143561",insectelisabeth,,2023/05/27 22:35:54,2023/05/28 17:13:29,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164091162,https://inaturalist-open-data.s3.amazonaws.com/photos/283878190/medium.jpeg,,,,"0","0","0","2","Capital, BC, Canada",48.94345333,-123.5097817,"8",,,,"8",,,"0",,,,Polychaeta,Polychaete Worms,Animalia,"47490","12",marine interidal,
"164091476",5/27/23 15:36,5/27/23,2023/05/27 22:36:38,America/Vancouver,"6143561",insectelisabeth,,2023/05/27 22:37:49,2023/05/28 17:13:02,research,CC-BY-NC,https://www.inaturalist.org/observations/164091476,https://inaturalist-open-data.s3.amazonaws.com/photos/283878822/medium.jpeg,,,,"1","0","0","2","Capital, BC, Canada",48.94321167,-123.5097767,"7",,,,"7",,,"0",,,Japanese Wireweed,Sargassum muticum,Japanese Wireweed,Chromista,"130177","12",marine interidal,
"164091543",2023-05-27 10:08:09-07:00,5/27/23,2023/05/27 17:08:09,America/Vancouver,"6950255",isaacbibb,,2023/05/27 22:38:18,2023/05/27 22:38:30,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164091543,https://inaturalist-open-data.s3.amazonaws.com/photos/283879002/medium.jpg,,,,"0","0","0","3","Trincomali Channel, Capital, BC, CA",48.94428333,-123.5176,"6",,,,"6",,,"0",,,,,,,,"12",marine interidal,
"164092561",5/27/23 15:42,5/27/23,2023/05/27 22:42:15,America/Vancouver,"6143561",insectelisabeth,,2023/05/27 22:43:46,2023/05/27 22:43:52,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164092561,https://inaturalist-open-data.s3.amazonaws.com/photos/283880744/medium.jpeg,,,,"0","0","0","2","Capital, BC, Canada",48.94300833,-123.5103767,"4",,,,"4",,,"0",,,Bull Kelp,Nereocystis luetkeana,Bull Kelp,Chromista,"120499","12",marine interidal,
"164092794",5/27/23 15:44,5/27/23,2023/05/27 22:44:54,America/Vancouver,"6143561",insectelisabeth,,2023/05/27 22:45:20,2023/05/28 09:47:43,research,CC-BY-NC,https://www.inaturalist.org/observations/164092794,https://inaturalist-open-data.s3.amazonaws.com/photos/283881218/medium.jpeg,,,,"3","0","0","2","Capital, BC, Canada",48.942915,-123.5105233,"8",,,,"8",,,"0",,,Ochre Sea Star,Pisaster ochraceus,Ochre Sea Star,Animalia,"49699","12",marine interidal,
"164111102",2023-05-27 13:40:01-07:00,5/27/23,2023/05/27 20:40:01,America/Vancouver,"2281882",alyanalalani,,2023/05/28 00:33:21,2023/05/28 14:34:17,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164111102,https://inaturalist-open-data.s3.amazonaws.com/photos/283966886/medium.jpg,,,,"0","0","0","3","Retreat Cove, Capital, BC, CA",48.94320877,-123.5104627,"188",,,,"188",,,"0",,,,Nucella,,Mollusca,"69999","12",marine interidal,
"164113342",2023-05-27 13:45:19-07:00,5/27/23,2023/05/27 20:45:19,America/Vancouver,"2281882",alyanalalani,,2023/05/28 00:48:20,2023/05/28 10:55:43,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164113342,https://inaturalist-open-data.s3.amazonaws.com/photos/283967224/medium.jpg,,,,"0","0","0","3","Capital, CA-BC, CA",48.94295739,-123.5104149,"3",,,,"3",,,"0",,,,Balanus nubilus,Giant Acorn Barnacle,Animalia,"49127","12",marine interidal,
"164115304",2023-05-27 13:46:04-07:00,5/27/23,2023/05/27 20:46:04,America/Vancouver,"2281882",alyanalalani,,2023/05/28 01:01:22,2023/05/28 17:07:42,research,CC-BY-NC,https://www.inaturalist.org/observations/164115304,https://inaturalist-open-data.s3.amazonaws.com/photos/283967410/medium.jpg,,,,"1","0","0","3","Capital, CA-BC, CA",48.94296259,-123.5104777,"4",,,,"4",,,"0",,,Aggregating Anemone,Anthopleura elegantissima,Aggregating Anemone,Animalia,"52564","12",marine interidal,
"164115334",2023-05-27 13:47:57-07:00,5/27/23,2023/05/27 20:47:57,America/Vancouver,"2281882",alyanalalani,,2023/05/28 01:01:34,2023/05/29 03:37:39,research,CC-BY-NC,https://www.inaturalist.org/observations/164115334,https://inaturalist-open-data.s3.amazonaws.com/photos/283967572/medium.jpg,,,,"1","0","0","3","Retreat Cove, Capital, BC, CA",48.94291364,-123.5106496,"22",,,,"22",,,"0",,,Ochre Sea Star,Pisaster ochraceus,Ochre Sea Star,Animalia,"49699","12",marine interidal,
"164115415",2023-05-27 13:48:27-07:00,5/27/23,2023/05/27 20:48:27,America/Vancouver,"2281882",alyanalalani,,2023/05/28 01:02:09,2023/05/29 03:37:47,research,CC-BY-NC,https://www.inaturalist.org/observations/164115415,https://inaturalist-open-data.s3.amazonaws.com/photos/283967716/medium.jpg,,,,"1","0","0","3","Retreat Cove, Capital, BC, CA",48.94292951,-123.5106385,"22",,,,"22",,,"0",,,Ochre Sea Star,Pisaster ochraceus,Ochre Sea Star,Animalia,"49699","12",marine interidal,
"164138514",2023-05-27 14:03:10-07:00,5/27/23,2023/05/27 21:03:10,America/Vancouver,"2281882",alyanalalani,,2023/05/28 03:59:37,2023/05/29 03:37:57,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164138514,https://inaturalist-open-data.s3.amazonaws.com/photos/283967773/medium.jpg,,,,"1","0","0","3","Retreat Cove, Capital, BC, CA",48.94293495,-123.5106406,"22",,,,"22",,,"0",,,Pacific Hairy Hermit Crab,Pagurus hirsutiusculus,Pacific Hairy Hermit Crab,Animalia,"63219","12",marine interidal,
"164138807",2023-05-27 14:06:34-07:00,5/27/23,2023/05/27 21:06:34,America/Vancouver,"2281882",alyanalalani,,2023/05/28 04:01:53,2023/05/29 03:38:05,research,CC-BY-NC,https://www.inaturalist.org/observations/164138807,https://inaturalist-open-data.s3.amazonaws.com/photos/283968237/medium.jpg,,,,"3","0","0","3","Retreat Cove, Capital, BC, CA",48.94291853,-123.5106354,"22",,,,"22",,,"0",,,Mottled Star,Evasterias troschelii,Mottled Star,Animalia,"84265","12",marine interidal,
"164139136",2023-05-27 14:08:15-07:00,5/27/23,2023/05/27 21:08:15,America/Vancouver,"2281882",alyanalalani,,2023/05/28 04:04:03,2023/06/15 18:19:22,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/164139136,https://inaturalist-open-data.s3.amazonaws.com/photos/283968634/medium.jpg,,,,"2","0","0","3","Retreat Cove, Capital, BC, CA",48.94294293,-123.5106435,"22",,,,"22",,,"0",,,Tonicellinae,Tonicellinae,,Mollusca,"1067212","12",marine interidal,
